OBJECTID,tag,status,cbu,owner,metered,fire_line,diameter,material,polywrap,yr_inst,length,yr_abandon,yr_removed,yr_replace,comments,NumberOfMa,Shape_Leng,Score,Soil_Comp,Soil_Comp_Full,Soil_Hydro_Group,Shape_Length,ElevChange,NumberofSLs
9128,wp4538,i,y,CBU,n,n,6,DI,n,1996,35,0, , , ,0,35.41203234,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,35.41203234,0.271194458,0
9129,wp4446,i,y,CBU,n,n,12,DI,n,1996,16,0, , , ,0,15.54329807,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,15.54329807,0.019897461,0
9130,wp4450,i,y,CBU,n,n,20,DI,n,1996,266,0, , , ,0,266.3935685,4,Cb,"Caneyville-Hagerstown silt loams, 2 to 18 percent slopes, karst",Group D,266.3935685,1.665283203,0
9131,wp1964,i,y,CBU,n,n,8,DI,n,1993,17,0, , , ,0,16.75872276,3,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,16.75872276,0.135864258,1
9132,w409,i,y,CBU,n,n,8,CI,n,1967,965,0, , , ,0,964.6630949,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,964.6630949,3.574295044,7
9133,u4184,i,y,CBU,n,n,12,DI,n,1984,61,0, , , ,0,60.93542303,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,60.93542303,0.379425049,0
9134,u41120,i,y,CBU,n,n,12,DI,n,1987,447,0, , , ,0,447.0740613,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,447.0740613,2.421401978,4
9135,u4160,i,y,CBU,n,n,4,DI,n,1991,19,0, , , ,0,19.20386826,4,HaE,"Hagerstown silt loam, 20 to 25 percent slopes",Group B,19.20386826,0.048599243,0
9136,q45355,i,y,CBU,n,n,6,CI,n,1973,97,0, , , ,0,96.56681009,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,96.56681009,1.241714478,1
9137,q45333,i,y,CBU,n,n,6,CIL,n,1922,39,0, , , ,0,39.01118422,4,Ua,"Udorthents, loamy",,39.01118423,0.035797119,0
9138,q45339,i,y,CBU,n,n,8,CIL,n,1910,76,0, , ,betw 1898 & 1913,0,75.54191066,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,75.54191066,1.309127808,0
9139,q45300,i,y,CBU,n,n,6,DI,n,1990,30,0, , , ,0,30.10952009,4,Ua,"Udorthents, loamy",,30.10952009,0.114013672,0
9140,t4023,i,y,CBU,n,n,12,DI,n,1983,102,0, , , ,0,102.2628013,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,102.2628013,0.875350952,0
9141,v4774,i,y,CBU,n,n,2,S21,n,1992,98,0, , , ,0,98.45503339,0,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,98.45503339,0.88949585,2
9142,wp11140,i,y,CBU,n,n,6,DI,n,2000,116,0, , , ,0,116.4172754,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group C,116.4172754,0.717285156,0
9143,v4728,i,y,CBU,n,n,12,DI,n,1991,89,0, , , ,0,89.0989865,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,89.0989865,0.987823486,0
9144,v4742,i,y,CBU,n,n,4,DI,n,1992,16,0, , , ,0,16.10286945,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,16.10286945,0,0
9145,wp11531,i,y,CBU,n,n,8,DI,n,2000,58,0, , , ,0,57.68530694,4,HoA,"Hosmer silt loam, 0 to 2 percent slopes",Group D,57.68530694,0.131225586,0
9146,q4876,i,y,CBU,n,n,16,CI,n,1974,60,0, , , ,0,59.79372451,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,59.79372451,0.105209351,0
9147,s40105,i,y,CBU,n,n,8,CI,n,1968,599,0, , , ,2,599.3177944,2,CoF,"Corydon Variant-Caneyville Variant complex, 25 to 70 percent slopes",Group C,599.3177944,8.910049438,4
9148,s40110,i,y,CBU,n,n,8,CI,n,1968,63,0, , , ,0,63.44048202,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,63.44048202,2.382202148,0
9149,s40118,i,y,CBU,n,n,4,CI,n,1968,50,0, , , ,0,50.43755337,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,50.43755337,0.382492065,0
9150,s40127,i,y,CBU,n,n,6,DI,n,1987,202,0, , , ,0,202.3571277,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,202.3571277,2.834533691,1
9151,s3950,i,y,CBU,n,n,12,DI,n,1988,31,0, , , ,0,31.37330982,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,31.37330981,0.086715698,0
9152,wp4021,i,y,CBU,n,n,24,DI,8,1996,106,0, , , ,0,105.5194236,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,105.5194236,0.639923096,0
9153,wp4037,i,y,CBU,n,n,12,DI,n,1999,184,0, , , ,0,181.228158,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,181.228158,1.861923218,0
9154,wp3952,i,y,CBU,n,n,8,DI,n,1996,46,0, , , ,0,46.49702341,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,46.49702341,0.185791016,0
9155,q47144,i,y,CBU,n,n,6,CIL,n,1925,26,0, , , ,0,25.89200858,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,25.89200858,0.187179565,0
9156,q45234,i,y,CBU,n,n,6,CIL,n,1890,260,0, , , ,0,259.9266089,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,259.9266089,0.096282959,0
9157,r4419,i,y,CBU,n,n,4,CI,n,1940,32,0, , , ,0,31.63248266,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,31.63248267,0.093444824,0
9158,r44142,i,y,CBU,n,n,6,CIL,n,1928,292,0, , , ,1,291.9485867,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,291.9485867,0.380371094,2
9159,r44162,i,y,CBU,n,n,4,CIL,n,1925,50,0, , ,Source was originally quarter section. This was GPS located in 2024.,1,49.85164827,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,49.85164826,0.128692627,0
9160,t46182,i,y,CBU,n,n,6,CI,n,1957,20,0, , , ,0,20.30671398,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,20.30671398,0.388305664,0
9161,t46184,i,y,CBU,n,n,6,CI,n,1957,258,0, , , ,0,257.6128534,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,257.6128534,1.510253906,4
9162,t46131,i,y,CBU,n,n,6,DI,n,1983,97,0, , , ,0,97.36913092,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,97.36913092,0.166473389,1
9163,t46146,i,y,CBU,n,n,6,DI,n,1983,47,0, , , ,0,47.10195502,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,47.10195503,0.898895264,0
9164,v4454,i,y,CBU,n,n,6,CI,n,1966,1199,0, , , ,1,1198.531237,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,1198.531237,0.73789978,9
9165,v4476,i,y,CBU,n,n,6,CI,n,1966,34,0, , , ,0,34.16409629,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group B,34.16409629,0.257720947,0
9166,v443,i,y,CBU,n,n,12,DI,n,1987,111,0, , , ,0,111.1082794,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group B,111.1082794,0.101745605,0
9167,v4435,i,y,CBU,n,n,12,DI,n,1991,449,0, , , ,0,448.8709308,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,448.8709308,2.585723877,0
9168,v4328,i,y,CBU,n,n,6,DI,n,1989,283,0, , , ,0,283.3722119,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,283.3722119,1.030914307,3
9169,s439,i,y,CBU,n,n,6,CI,n,1951,170,0, , ,we had 1975 DI,2,169.8864683,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,169.8864683,0.898025513,3
9170,s4397,i,y,CBU,n,n,2,S21,n,1987,121,0, , , ,0,121.0837666,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,121.0837666,3.211975098,1
9171,u45100,i,y,CBU,n,n,6,CI,n,1959,313,0, , , ,1,312.5553703,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,312.5553703,0.647796631,5
9172,u45101,i,y,CBU,n,n,6,CI,n,1959,388,0, , , ,1,387.7118796,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,387.7118796,2.677612305,4
9173,u4445,i,y,CBU,n,n,6,CI,n,1958,46,0, , , ,0,45.54569208,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,45.54569209,0.575912476,0
9174,u437,i,y,CBU,n,n,8,DI,n,1983,98,0, , , ,0,97.63136713,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,97.63136713,1.79208374,0
9175,s4578,i,y,CBU,n,n,12,CI,n,1953,22,0, , , ,0,22.29984202,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,22.29984202,0.277252197,0
9176,v311,i,y,CBU,n,n,36,PC,n,1966,444,0, , , ,0,444.1875814,2,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,444.1875814,0.760147095,3
9177,v323,i,y,CBU,n,n,36,PC,n,1966,677,0, , , ,0,676.8088538,2,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,676.8088538,0.801528931,4
9178,wp9448,i,y,CBU,n,n,12,DI,n,1990,93,0, , , ,0,93.15296508,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,93.15296507,0.182861328,0
9179,wp11229,i,y,CBU,n,n,12,DI,n,2000,26,0, , , ,0,25.89409327,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,25.89409327,0.387283325,0
9180,r4266,i,y,CBU,n,n,6,DI,n,1991,163,0, , , ,0,162.7885788,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,162.7885788,0.863433838,2
9181,r4270,i,y,CBU,n,n,6,DI,n,1985,169,0, , , ,0,169.165746,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,169.165746,1.07951355,2
9182,r4277,i,y,CBU,n,n,6,DI,n,1982,465,0, , , ,0,465.1444626,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,465.1444626,1.086685181,1
9183,r4288,i,y,CBU,n,n,8,DI,n,1975,400,0, , , ,0,400.3655372,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,400.3655372,6.918441772,9
9184,r43105,i,y,CBU,n,n,12,CI,n,1950,33,0, , ,on 1950 Qtr Sect map (we had 1966),0,32.69925828,3,Ua,"Udorthents, loamy",,32.69925828,0.319641113,0
9185,r4245,i,y,CBU,n,n,6,CI,n,1974,322,0, , , ,1,322.310442,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,322.310442,0.419967651,6
9186,r4253,i,y,CBU,n,n,6,CI,n,1974,373,0, , , ,0,372.5630517,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,372.5630517,5.985534668,4
9187,s4524,i,y,CBU,n,n,16,CIL,n,1931,46,0, , , ,0,46.09781179,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,46.09781179,0.020187378,0
9188,s45193,i,y,CBU,n,n,6,CIL,n,1929,51,0, , , ,0,50.51835282,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,50.51835282,0.159301758,1
9189,wp558,i,y,CBU,n,n,12,DI,n,1992,145,0, , , ,0,125.7524659,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,125.7524659,0.795135498,0
9190,wp622,i,y,CBU,n,n,8,DI,n,1994,258,0, , , ,0,258.2327658,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,258.2327658,0.293579102,2
9191,wp283,i,y,CBU,n,n,8,DI,n,1994,160,0, , , ,0,160.4949529,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,160.4949529,1.210784912,1
9192,o322,i,y,CBU,n,n,6,DI,n,1979,468,0, , , ,4,468.0914002,3,CrB,"Crider silt loam, 2 to 6 percent slopes",Group C,468.0914002,5.529724121,1
9193,n414,i,y,CBU,n,n,12,DI,n,1988,124,0, , , ,0,124.2428369,4,Hd,"Haymond silt loam, frequently flooded",Group C,124.2428369,0.708938599,0
9194,n403,i,y,CBU,n,n,20,DI,n,1991,175,0, , , ,0,174.9789241,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,174.9789241,1.596298218,0
9195,wp11241,i,y,CBU,n,n,12,CI,n,1959,441,0, , , ,0,441.1349936,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,441.1349936,8.844696045,0
9196,wp11317,i,y,CBU,n,n,6,CIL,n,1922,141,0, , , ,0,140.5284484,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,140.5284484,1.347213745,0
9197,wp7053,i,y,CBU,n,n,12,DI,n,1998,141,0, , , ,0,139.8298065,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,139.8298065,0.837280273,1
9198,wp7055,i,y,CBU,n,n,8,DI,n,1998,271,0, , , ,0,270.9582346,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,270.9582346,1.701446533,0
9199,wp7103,i,y,CBU,n,n,8,CIL,n,1910,136,0, , ,betw 1898 & 1913,0,136.4218098,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,136.4218098,1.311813354,0
9200,wp7136,i,y,CBU,n,n,8,DI,n,1994,50,0, , , ,0,49.83543703,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,49.83543703,0.104156494,0
9201,wp7144,i,y,CBU,n,n,2,C900,n,1987,287,0, , , ,0,287.3201162,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,287.3201162,1.653335571,4
9202,wp9080,i,y,CBU,n,n,12,DI,n,1999,18,0, , , ,0,16.325642,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,16.32564199,0.25088501,0
9203,wp6396,i,y,CBU,n,n,6,DI,n,1997,63,0, , , ,0,62.99002562,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,62.99002562,0.468475342,0
9204,p4940,i,y,CBU,n,n,6,CI,n,1956,100,0, , , ,0,100.2717811,3,Ud,Udorthents-Pits complex,,100.2717811,0.557159424,0
9205,p495,i,y,CBU,n,n,6,DI,n,1990,300,0, , , ,0,300.3525254,4,Ud,Udorthents-Pits complex,,300.3525254,2.71232605,2
9206,p4952,i,y,CBU,n,n,6,CI,n,1958,327,0, , , ,0,326.9458319,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,326.9458319,1.804290771,3
9207,p48178,i,y,CBU,n,n,6,CI,n,1971,16,0, , ,valve & meter pit photo-located,0,16.37345463,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,16.37345463,0.174713135,0
9208,p48192,i,y,CBU,n,n,16,CI,n,1954,404,0, , , ,0,404.3567694,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,404.3567694,0.678039551,6
9209,p48202,i,y,CBU,n,n,16,CI,n,1954,319,0, , , ,0,318.7419575,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,318.7419575,1.100387573,4
9210,p48207,i,y,CBU,n,n,8,CI,n,1954,342,0, , , ,1,341.7126353,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,341.7126353,3.072280884,4
9211,wp12414,i,y,CBU,n,n,12,DI,n,1988,144,0, , , ,0,143.5243506,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,143.5243506,0.691772461,1
9212,p4556,i,y,CBU,n,n,4,CIL,n,1910,489,0, , ,betw 1898 & 1913,0,489.0356651,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,489.0356651,3.145874023,10
9213,wp12479,i,y,CBU,n,n,12,DI,n,2001,77,0, , , ,0,65.64645416,4,HoA,"Hosmer silt loam, 0 to 2 percent slopes",Group D,65.64645416,0.264648438,0
9214,wp29893,i,y,CBU,n,n,12,DI,n,1985,105,0, , , ,0,105.1116411,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,105.1116411,0.174224854,1
9215,p4180,i,y,CBU,n,n,6,DI,n,1989,47,0, , , ,0,46.83613025,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,46.83613025,0.281295776,0
9216,p4133,i,y,CBU,n,n,6,DI,n,1982,207,0, , , ,2,206.6689504,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,206.6689504,1.946228027,1
9217,wp12706,i,y,CBU,n,n,12,DI,n,2001,34,0, , , ,0,35.09797723,4,CoF,"Corydon Variant-Caneyville Variant complex, 25 to 70 percent slopes",Group D,35.09797723,0.62878418,0
9218,p40129,i,y,CBU,n,n,6,DI,n,1986,488,0, , , ,0,488.05646,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,488.05646,0.092254639,10
9219,p4031,i,y,CBU,n,n,8,DI,n,1975,25,0, , , ,0,24.59844597,4,Hd,"Haymond silt loam, frequently flooded",Group B,24.59844597,0,0
9220,m4315,i,y,CBU,n,n,2,DI,n,1985,34,0, , , ,0,33.81085524,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,33.81085524,0.242172241,1
9221,l433,i,y,CBU,n,n,12,CI,n,1968,62,0, , , ,0,61.57271456,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,61.57271456,0.215484619,0
9222,wp26670,i,y,CBU,n,n,6,CI,n,1956,39,0, , , ,0,39.48542788,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,39.48542788,0.18649292,2
9223,p4461,i,y,CBU,n,n,12,CIL,n,1893,417,0, , ,installed when Upper Twin Lake built,0,417.3347909,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,417.3347909,5.397613525,10
9224,p44137,i,y,CBU,n,n,12,CI,n,1953,325,0, , , ,0,325.3314323,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,325.3314323,6.291259766,0
9225,p44152,i,y,CBU,n,n,6,CIL,n,1934,29,0, , , ,0,29.22467912,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,29.22467912,0.903594971,0
9226,p45180,i,y,CBU,n,n,4,CIL,n,1910,757,0, , ,"betw 1898 & 1913, 1913 Sanborn map says 6""",0,757.4410897,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,757.4410897,3.795791626,28
9227,wp407,i,y,CBU,n,n,8,DI,n,1995,357,0, , ,382' valve to valve,0,357.3556458,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,357.3556459,1.549713135,5
9228,wp3373,i,y,CBU,n,n,8,DI,n,1994,263,0, , , ,0,253.849417,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,253.849417,4.575027466,1
9229,wp12938,i,y,CBU,n,n,12,DI,n,2001,26,0, , , ,0,29.23391254,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,29.23391254,0.527496338,0
9230,wp7232,i,y,CBU,n,n,12,DI,n,1998,172,0, , , ,0,172.1061231,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,172.1061231,2.858291626,0
9231,wp7234,i,y,CBU,n,n,12,DI,n,1998,23,0, , , ,0,21.810877,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,21.810877,0,0
9232,wp9233,i,y,CBU,n,n,8,DI,n,1999,34,0, , , ,0,34.42272916,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,34.42272917,0.075256348,0
9233,wp9288,i,y,CBU,n,n,8,DI,n,1999,142,0, , , ,0,148.6682884,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,148.6682884,1.000427246,0
9234,wp9311,i,y,CBU,n,n,6,DI,n,1999,25,0, , , ,0,20.47221007,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,20.47221007,0,0
9235,wp9314,i,y,CBU,n,n,8,DI,n,1999,36,0, , , ,0,42.30987336,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,42.30987336,0.033325195,0
9236,o497,i,y,CBU,n,n,6,CI,n,1970,155,0, , , ,0,154.7354072,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,154.7354072,2.270339966,1
9237,wp5591,i,y,CBU,n,n,8,DI,n,1996,133,0, , , ,0,132.8935422,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,132.8935422,1.061019897,0
9238,wp5603,i,y,CBU,n,n,6,CI,n,1957,267,0, , , ,0,267.4417972,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,267.4417972,0.612625122,3
9239,o4736,i,y,CBU,n,n,6,CI,n,1964,35,0, , , ,0,34.93399975,3,Ua,"Udorthents, loamy",,34.93399974,0.398681641,0
9240,o4746,i,y,CBU,n,n,6,CI,n,1964,206,0, , , ,0,206.1773843,3,Ua,"Udorthents, loamy",,206.1773843,1.322357178,0
9241,o469,i,y,CBU,n,n,6,DI,n,1977,17,0, , , ,0,17.37002336,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,17.37002336,0.297943115,1
9242,wp5769,i,y,CBU,n,n,12,DI,n,1997,99,0, , , ,0,96.33494705,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,96.33494706,0.93421936,0
9243,s45212,i,y,CBU,n,n,6,CIL,n,1929,69,0, , , ,3,69.41786637,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,69.41786637,0.668746948,0
9244,s45151,i,y,CBU,n,n,6,DI,n,1981,28,0, , , ,0,27.50733827,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,27.50733827,0.320114136,2
9245,s45152,i,y,CBU,n,n,6,DI,n,1981,171,0, , , ,0,171.2556064,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,171.2556064,2.685516357,1
9246,s45159,i,y,CBU,n,n,6,CI,n,1940,642,0, , ,"we had 1981, but shown on 1950 Qtr Sect",0,642.0767105,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,642.0767105,4.876083374,12
9247,s45162,i,y,CBU,n,n,6,CI,n,1940,329,0, , , ,0,329.2587362,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,329.2587362,2.402664185,6
9248,s4494,i,y,CBU,n,n,6,CI,n,1963,298,0, , , ,0,298.2152655,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,298.2152655,3.09362793,5
9249,s45108,i,y,CBU,n,n,16,CIL,n,1931,148,0, , , ,0,147.7201193,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,147.7201193,0.688537598,1
9250,u4655,i,y,CBU,n,n,6,CI,n,1957,55,0, , , ,0,54.62893852,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,54.62893852,0.697036743,0
9251,u4680,i,y,CBU,n,n,12,DI,n,1980,45,0, , , ,0,45.29785591,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,45.29785592,0.776824951,0
9252,wp332,i,y,CBU,n,n,6,DI,n,1996,35,0, , , ,0,35.43750828,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,35.43750828,0.237335205,0
9253,wp6007,i,y,CBU,n,n,6,DI,n,1984,157,0, , , ,0,157.3330516,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,157.3330516,2.575134277,4
9254,wp6014,i,y,CBU,n,n,18,CI,n,1963,203,0, , , ,0,203.4552198,3,Hd,"Haymond silt loam, frequently flooded",Group B,203.4552198,0.775619507,0
9255,m4276,i,y,CBU,n,n,12,DI,n,1987,222,0, , , ,0,221.5881079,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,221.5881079,1.000106812,0
9256,wp5851,i,y,CBU,n,n,20,S,n,1953,452,0, , ,"Outside diameter = 20.00""",0,451.9381467,3,BkF,"Brownstown-Gilwood silt loams, 25 to 75 percent slopes",Group B,451.9381467,1.893814087,0
9257,wp7177,i,y,CBU,n,n,12,CI,n,1952,24,0, , , ,0,23.58689651,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,23.58689651,0.410324097,0
9258,k464,i,y,CBU,n,n,12,DI,n,1989,308,0, , , ,0,308.1988153,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,308.1988153,1.959594727,1
9259,k4538,i,y,CBU,n,n,12,DI,n,1989,409,0, , , ,0,409.2799062,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,409.2799062,0.113494873,0
9260,wp5354,i,y,CBU,n,n,12,DI,n,1996,305,0, , , ,0,305.3028568,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B/D,305.3028568,1.30619812,1
9261,wp5657,i,y,CBU,n,n,8,DI,n,1996,19,0, , , ,0,19.2416451,4,Ua,"Udorthents, loamy",,19.2416451,0.088867188,0
9262,wp5672,i,y,CBU,n,n,1,C,n,1997,28,0, , ,isn't this just a house service?,0,28.12352723,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,28.12352723,0.488418579,1
9263,wp5697,i,y,CBU,n,n,8,DI,n,1996,187,0, , , ,0,187.27854,4,Cb,"Caneyville-Hagerstown silt loams, 2 to 18 percent slopes, karst",Group C,187.27854,1.492523193,3
9264,wp13123,i,y,CBU,n,n,6,DI,n,2001,123,0, , , ,0,111.9635236,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,111.9635236,0.576171875,3
9265,n4620,i,y,CBU,n,n,6,DI,n,1983,18,0, , , ,0,17.85082821,4,Ud,Udorthents-Pits complex,,17.85082821,0.355285645,0
9266,wp3311,i,y,CBU,n,n,8,DI,n,1995,76,0, , , ,0,73.75878963,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,73.75878963,0.073791504,0
9267,wp5115,i,y,CBU,n,n,6,DI,n,1995,74,0, , , ,0,70.79211919,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,70.79211919,0.418563843,2
9268,n4349,i,y,CBU,n,n,6,CI,n,1964,31,0, , , ,0,31.23524616,3,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group B,31.23524616,0.722610474,0
9269,n4319,i,y,CBU,n,n,2,DI,n,1991,574,0, , , ,0,573.9870445,0,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,573.9870445,1.867965698,3
9270,m4271,i,y,CBU,n,n,12,DI,n,1988,282,0, , , ,0,282.0760268,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,282.0760268,0.371795654,0
9271,wp6292,i,y,CBU,n,n,6,DI,n,1997,246,0, , , ,0,258.7641806,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,258.7641806,1.729125977,1
9272,wp6297,i,y,CBU,n,n,12,CI,n,1953,123,0, , , ,0,122.7446013,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,122.7446013,0.034545898,0
9273,wp6365,i,y,CBU,n,n,8,DI,n,1997,353,0, , , ,0,363.2017697,4,Ua,"Udorthents, loamy",Group B,363.2017697,1.280410767,1
9274,l4623,i,y,CBU,n,n,16,CI,n,1966,289,0, , , ,0,289.4906358,3,Ua,"Udorthents, loamy",,289.4906357,0.464141846,0
