OBJECTID,tag,status,cbu,owner,metered,fire_line,diameter,material,polywrap,yr_inst,length,yr_abandon,yr_removed,yr_replace,comments,NumberOfMa,Shape_Leng,Score,Soil_Comp,Soil_Comp_Full,Soil_Hydro_Group,Shape_Length,ElevChange,NumberofSLs
149,r3946,i,y,CBU,n,n,6,CI,n,1965,323,0, , , ,1,322.5347104,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,322.5347104,1.342071533,6
150,r3959,i,y,CBU,n,n,8,CI,n,1964,156,0, , , ,0,155.8939932,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,155.8939932,0.662750244,2
151,r3917,i,y,CBU,n,n,8,CI,n,1965,282,0, , , ,0,282.0626483,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,282.0626483,3.758041382,5
152,p5025,i,y,CBU,n,n,6,CI,n,1956,746,0, , , ,2,745.8219091,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,745.8219091,9.5884552,15
153,p5037,i,y,CBU,n,n,6,CI,n,1956,282,0, , , ,4,282.18342,1,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,282.1834199,3.506134033,4
154,p5045,i,y,CBU,n,n,6,CI,n,1956,250,0, , , ,0,250.3717746,3,Hd,"Haymond silt loam, frequently flooded",Group B,250.3717746,5.087997437,2
155,p5058,i,y,CBU,n,n,18,CI,n,1963,350,0, , , ,0,350.0680252,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,350.0680252,4.098403931,0
156,p507,i,y,CBU,n,n,6,CI,n,1956,320,0, , ,"1950s Qtr Sect E32NE shows ""9000ft to City Park & Golf Course""",1,319.5902499,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",,319.5902499,4.74671936,0
157,p5017,i,y,CBU,n,n,6,CI,n,1956,49,0, , , ,0,48.85907495,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,48.85907495,0.269348145,1
158,r5414,i,y,CBU,n,n,6,DI,n,1989,26,0, , , ,0,26.31224484,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,26.31224484,0.395080566,0
159,wp1243,i,y,CBU,n,n,12,DI,n,1991,72,0, , , ,0,71.64176694,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,71.64176695,2.068893433,1
160,wp1131,i,y,CBU,n,n,6,DI,n,1994,169,0, , , ,1,169.335081,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,169.335081,1.553268433,4
161,wp839,i,y,CBU,n,n,16,CI,n,1960,25,0, , , ,0,25.42515312,3,Ua,"Udorthents, loamy",,25.42515312,0.026351929,0
162,wp854,i,y,CBU,n,n,12,CI,n,1953,16,0, , , ,0,16.25015986,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,16.25015986,0.2550354,0
163,q4364,i,y,CBU,n,n,8,DI,n,1991,55,0, , , ,0,55.01777805,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,55.01777805,0.136550903,1
164,q4321,i,y,CBU,n,n,6,DI,n,1975,31,0, , , ,0,30.68647646,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,30.68647647,0.244049072,0
165,s4183,i,y,CBU,n,n,4,CI,n,1971,246,0, , , ,0,246.1053148,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,246.1053148,2.357467651,7
166,s42111,i,y,CBU,n,n,4,DI,n,1978,523,0, , , ,3,523.3435883,3,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,523.3435883,3.855438232,8
167,wp8089,i,y,CBU,n,n,8,DI,n,1998,348,0, , , ,0,344.7995556,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,344.7995556,0.409698486,0
168,s4893,i,y,CBU,n,n,8,CI,n,1962,176,0, , , ,0,175.7863824,3,Ua,"Udorthents, loamy",Group B,175.7863824,1.936218262,0
169,t3217,i,y,CBU,n,n,2,DI,n,1991,41,0, , , ,0,40.53195286,0,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,40.53195286,0.029434204,1
170,s483,i,y,CBU,n,n,20,CIL,n,1931,45,0, , , ,0,45.1344675,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,45.1344675,0.929534912,0
171,wp6838,i,y,CBU,n,n,12,DI,n,1997,328,0, , , ,0,323.0483689,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,323.0483689,0.804138184,2
172,s481,i,y,CBU,n,n,20,CIL,n,1931,106,0, , , ,0,105.813108,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,105.813108,0.490600586,0
173,wp8244,i,y,CBU,n,n,6,CI,n,1962,46,0, , , ,0,46.2027486,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,46.2027486,0.130279541,0
174,q42100,i,y,CBU,n,n,2,S21,n,1984,478,0, , , ,3,478.189434,0,Ua,"Udorthents, loamy",,478.189434,3.159515381,4
175,q42101,i,y,CBU,n,n,2,C900,n,1991,25,0, , , ,0,24.54635764,0,Ua,"Udorthents, loamy",,24.54635764,0.036727905,0
176,s427,i,y,CBU,n,n,24,CI,n,1965,354,0, , , ,0,353.864786,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,353.864786,5.078964233,2
177,s43109,i,y,CBU,n,n,6,DI,n,1987,72,0, , , ,0,71.95639137,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,71.95639137,0.451766968,1
178,u422,i,y,CBU,n,n,2,DI,n,1985,256,0, , , ,0,255.9882256,0,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,255.9882256,1.641082764,2
179,u4227,i,y,CBU,n,n,12,DI,n,1987,141,0, , , ,0,140.5278727,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,140.5278727,0.616409302,0
180,u4241,i,y,CBU,n,n,6,DI,n,1989,271,0, , , ,0,270.6967731,4,IvA,"Iva silt loam, 0 to 2 percent slopes",Group D,270.6967731,3.775238037,2
181,u3218,i,y,CBU,n,n,36,PC,n,1966,624,0, , , ,2,624.2954067,2,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,624.2954067,4.11932373,7
182,wp8386,i,y,CBU,n,n,8,DI,n,1973,88,0, , , ,0,88.42931644,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,88.42931644,0.224945068,1
183,t441,i,y,CBU,n,n,8,DI,n,1976,449,0, , , ,0,449.4076201,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,449.4076201,4.334350586,4
184,t44103,i,y,CBU,n,n,6,CI,n,1970,17,0, , , ,0,17.06661095,3,Ua,"Udorthents, loamy",,17.06661095,0.035797119,0
185,t44108,i,y,CBU,n,n,6,CI,n,1970,101,0, , , ,0,100.6272062,3,Ua,"Udorthents, loamy",,100.6272062,0.506500244,0
186,q3960,i,y,CBU,n,n,6,CI,n,1965,32,0, , , ,0,32.46523326,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,32.46523326,0.147018433,0
187,q3969,i,y,CBU,n,n,36,PC,n,1966,409,0, , , ,0,408.6739873,2,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,408.6739873,5.07862854,2
188,q388,i,y,CBU,n,n,6,DI,n,1987,196,0, , , ,0,196.2628128,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,196.2628128,1.250198364,0
189,q389,i,y,CBU,n,n,6,DI,n,1987,67,0, , , ,0,66.74764002,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,66.74764002,0.923309326,0
190,r4523,i,y,CBU,n,n,4,CIL,n,1922,466,0, , ,"1960s QtrSect map has 6""",0,466.2129797,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,466.2129797,5.837966919,5
191,t4334,i,y,CBU,n,n,8,DI,n,1981,48,0, , , ,0,47.65894312,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,47.65894312,0.60144043,0
192,t43199,i,y,CBU,n,n,6,DI,n,1985,56,0, , , ,0,55.90358556,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,55.90358556,0.136505127,1
193,t43201,i,y,CBU,n,n,6,DI,n,1985,25,0, , , ,0,24.65218166,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,24.65218166,0.033660889,0
194,t43207,i,y,CBU,n,n,6,DI,n,1985,17,0, , , ,1,16.85546517,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,16.85546517,0,0
195,t43218,i,y,CBU,n,n,6,DI,n,1988,113,0, , , ,0,112.941378,4,Ua,"Udorthents, loamy",,112.941378,0.828643799,0
196,t43170,i,y,CBU,n,n,6,CI,n,1962,536,0, , , ,0,536.0635186,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,536.0635186,4.825531006,9
197,w405,i,y,CBU,n,n,6,CI,n,1967,23,0, , , ,0,22.86370952,3,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,22.86370952,0.058685303,0
198,l4286,i,y,CBU,n,n,6,CI,n,1973,73,0, , , ,0,72.65675955,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,72.65675955,0.244506836,0
199,q43156,i,y,CBU,n,n,6,DI,n,1983,438,0, , , ,0,438.2728741,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,438.2728741,0.988571167,7
200,q43167,i,y,CBU,n,n,8,DI,n,1991,32,0, , , ,0,31.93903111,4,Ua,"Udorthents, loamy",,31.93903111,0.097610474,0
201,q43106,i,y,CBU,n,n,6,DI,n,1986,452,0, , , ,0,451.6351347,4,Ua,"Udorthents, loamy",Group D,451.6351347,1.339172363,11
202,q43109,i,y,CBU,n,n,6,CIL,n,1938,31,0, , , ,0,30.92874391,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,30.92874391,0.438156128,0
203,i4226,i,y,CBU,n,n,6,CI,n,1967,538,0, , , ,0,538.3087382,3,EdD,"Ebal-Wellston-Gilpin silt loams, 12 to 18 percent slopes",Group C,538.3087382,11.48580933,6
204,i424,i,y,CBU,n,n,6,CI,n,1967,594,0, , , ,0,593.5805202,3,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,593.5805202,4.176879883,2
205,q4227,i,y,CBU,n,n,36,PC,n,1966,203,0, , , ,0,203.2899548,2,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group B,203.2899548,2.459213257,0
206,l431,i,y,CBU,n,n,12,CI,n,1968,20,0, , , ,0,20.3610829,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,20.3610829,0,0
207,q42128,i,y,CBU,n,n,6,DI,n,1990,300,0, , ,"may be aband 2"" between this pipe & curb",1,300.2610011,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,300.2610011,1.291854858,3
208,wp8590,i,y,CBU,n,n,8,DI,n,1999,136,0, , , ,0,127.4444358,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,127.4444358,0.823669434,0
209,o5013,i,y,CBU,n,n,6,CI,n,1961,99,0, , , ,0,99.46467906,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,99.46467906,1.526184082,0
210,wp8654,i,y,CBU,n,n,12,DI,n,1999,20,0, , , ,0,19.37376753,4,HaD,"Hagerstown silt loam, 12 to 20 percent slopes",Group C,19.37376753,0,0
211,r4519,i,y,CBU,n,n,6,DI,n,1990,330,0, , , ,0,329.7270134,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,329.7270134,1.976150513,4
212,r45121,i,y,CBU,n,n,6,CIL,n,1922,168,0, , , ,0,168.1425267,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,168.1425267,0.275665283,1
213,r45147,i,y,CBU,n,n,12,CI,n,1953,405,0, , ,tee without reducers at N end (written on 1988 Qtr Sect print),1,405.1137001,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,405.1137001,0.518997192,1
214,r447,i,y,CBU,n,n,12,CI,n,1950,375,0, , ,"we had 1975 DI, may be 1931",0,375.187755,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,375.187755,7.943222046,4
215,r4470,i,y,CBU,n,n,6,CIL,n,1927,116,0, , , ,0,116.0597271,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,116.0597271,0.929977417,2
216,q4068,i,y,CBU,n,n,6,DI,n,1981,32,0, , , ,0,31.74589753,4,Hd,"Haymond silt loam, frequently flooded",Group B,31.74589752,0.147506714,1
217,q409,i,y,CBU,n,n,1.5,G,n,1966,64,0, , , ,0,64.48110066,0,Hd,"Haymond silt loam, frequently flooded",Group B,64.48110066,0.063339233,0
218,q4031,i,y,CBU,n,n,12,CI,n,1957,25,0, , , ,0,25.40373691,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,25.40373692,0,0
219,wp4270,i,y,CBU,n,n,12,DI,n,1996,72,0, , , ,0,72.29865393,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,72.29865393,0.169906616,1
220,r4041,i,y,CBU,n,n,6,DI,n,1979,19,0, , , ,0,18.67462472,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,18.67462473,0.104171753,1
221,wp3410,i,y,CBU,n,n,8,DI,n,1994,69,0, , , ,0,69.24258663,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,69.24258662,0.320861816,0
222,wp373,i,y,CBU,n,n,12,DI,n,1995,76,0, , , ,0,76.47372491,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,76.47372491,1.678619385,0
223,wp4153,i,y,CBU,n,n,20,CIL,n,1931,48,0, , , ,0,48.1203147,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,48.1203147,0.579589844,0
224,wp3891,i,y,CBU,n,n,16,DI,n,1996,433,0, , , ,0,433.1680912,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,433.1680912,1.973480225,0
225,wp3666,i,y,CBU,n,n,1,U,n,1966,179,0, , , ,0,178.9360676,0,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,178.9360676,2.160064697,1
226,wp8700,i,y,CBU,n,n,8,DI,n,1999,20,0, , , ,0,28.46505529,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,28.46505529,0,1
227,wp4390,i,y,CBU,n,n,20,DI,n,1996,301,0, , , ,0,290.6988139,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,290.6988139,0.766387939,0
228,wp4426,i,y,CBU,n,n,20,DI,n,1996,85,0, , , ,0,88.44055705,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,88.44055706,1.111602783,0
229,wp4364,i,y,CBU,n,n,20,DI,n,1996,555,0, , , ,0,565.8352384,4,IvA,"Iva silt loam, 0 to 2 percent slopes",Group B/D,565.8352384,3.67515564,0
230,wp4369,i,y,CBU,n,n,20,DI,n,1996,167,0, , , ,0,164.0282604,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,164.0282604,1.390197754,1
231,r38158,i,y,CBU,n,n,8,DI,n,1988,421,0, , , ,2,421.141032,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,421.141032,1.914093018,2
232,r38166,i,y,CBU,n,n,8,DI,n,1985,35,0, , , ,0,35.28104722,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,35.28104722,0.094696045,0
233,r38168,i,y,CBU,n,n,6,DI,n,1988,188,0, , , ,3,188.4634134,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,188.4634134,0.258422852,6
234,wp8690,i,y,CBU,n,n,8,DI,n,1999,140,0, , , ,0,160.549262,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,160.5492619,1.551132202,0
235,r3817,i,y,CBU,n,n,8,DI,n,1982,64,0, , , ,0,64.08887462,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,64.08887463,0.246139526,0
236,r38177,i,y,CBU,n,n,2,DI,n,1989,153,0, , , ,0,152.6632244,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,152.6632244,0.091873169,2
237,r3818,i,y,CBU,n,n,8,DI,n,1982,144,0, , , ,0,143.9744049,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,143.9744049,0.124313354,1
238,r38181,i,y,CBU,n,n,6,DI,n,1985,301,0, , , ,0,301.0944589,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,301.0944589,1.254440308,7
239,r38115,i,y,CBU,n,n,6,DI,n,1988,40,0, , , ,0,39.95627797,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,39.95627797,0.015258789,0
240,r38137,i,y,CBU,n,n,10,CI,n,1988,486,0, , , ,0,486.1051005,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,486.1051005,5.08631897,7
241,r42155,i,y,CBU,n,n,3,DI,n,1975,17,0, , , ,0,17.24309308,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,17.24309308,0.252761841,0
242,r42186,i,y,CBU,n,n,6,DI,n,1982,158,0, , , ,0,157.9296342,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,157.9296342,3.877487183,0
243,wp7626,i,y,CBU,n,n,12,DI,n,1997,232,0, , , ,0,232.4619165,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,232.4619165,2.707336426,0
244,r42136,i,y,CBU,n,n,6,DI,n,1988,403,0, , , ,0,402.7670242,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,402.7670242,2.001312256,7
245,r4184,i,y,CBU,n,n,6,DI,n,1980,302,0, , , ,0,301.6377628,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group D,301.6377628,2.541442871,5
246,r4852,i,y,CBU,n,n,20,S,n,1962,385,0, , , ,0,385.0600876,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,385.0600876,0.289855957,0
247,r4813,i,y,CBU,n,n,6,CIL,n,1922,459,0, , , ,0,458.7455371,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,458.745537,6.950119019,0
248,t4288,i,y,CBU,n,n,24,CI,n,1965,323,0, , , ,0,323.0989007,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,323.0989007,5.213027954,1
249,t43110,i,y,CBU,n,n,6,CI,n,1970,52,0, , , ,0,51.97305559,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,51.97305559,0.240905762,0
250,v47129,i,y,CBU,n,n,4,C900,n,1988,242,0, , , ,0,241.6797128,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group D,241.6797128,0.51361084,0
251,v4715,i,y,CBU,n,n,4,CI,n,1970,276,0, , , ,0,276.1905334,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group C,276.1905334,1.980224609,3
252,v464,i,y,CBU,n,n,12,DI,n,1985,31,0, , , ,0,30.58609647,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,30.58609646,0.381790161,0
253,wp2511,i,y,CBU,n,n,6,CIDI,n,1970,214,0, , , ,1,214.3184481,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,214.3184481,0.328430176,2
254,wp2564,i,y,CBU,n,n,12,DI,n,1992,504,0, , , ,0,503.9828375,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,503.9828375,6.110992432,8
255,wp968,i,y,CBU,n,n,24,DI,n,1967,44,0, , , ,0,44.01746142,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,44.01746142,0.451660156,0
256,v46115,i,y,CBU,n,n,6,CI,n,1964,16,0, , , ,0,15.88375271,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,15.88375271,0,0
257,v46155,i,y,CBU,n,n,6,CI,n,1964,499,0, , , ,0,498.8786174,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,498.8786174,0.676483154,8
258,v458,i,y,CBU,n,n,6,DI,n,1991,215,0, , , ,0,215.2103881,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,215.2103881,1.362304688,1
259,v46106,i,y,CBU,n,n,6,CI,n,1964,366,0, , , ,1,366.1662337,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group D,366.1662337,1.455993652,4
260,wp3999,i,y,CBU,n,n,24,DI,n,1996,359,0, , , ,1,361.2169531,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,361.2169531,4.035430908,0
261,q5134,i,y,CBU,n,n,6,DI,n,1987,182,0, , , ,0,182.2356182,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,182.2356182,0.53112793,1
262,q5137,i,y,CBU,n,n,6,DI,n,1986,169,0, , , ,0,169.0326714,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,169.0326714,2.821151733,2
263,q5042,i,y,CBU,n,n,18,CIL,n,1925,593,0, , , ,0,593.2868847,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,593.2868847,5.264770508,8
264,q5047,i,y,CBU,n,n,4,CI,n,1974,277,0, , , ,1,276.8821331,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,276.8821331,4.058135986,1
265,wp9426,i,y,CBU,n,n,12,DI,n,1999,158,0, , , ,0,196.9053161,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,196.9053161,3.843109131,0
266,p5160,i,y,CBU,n,n,6,CI,n,1961,454,0, , , ,0,454.1274962,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,454.1274962,1.262390137,12
267,t4249,i,y,CBU,n,n,12,DI,n,1984,219,0, , , ,1,219.2452824,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,219.2452824,4.332580566,2
268,t415,i,y,CBU,n,n,6,DI,n,1988,152,0, , , ,0,151.9696935,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,151.9696935,0.247650146,2
269,t4166,i,y,CBU,n,n,6,CI,n,1971,362,0, , , ,1,361.61034,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,361.61034,8.88381958,6
270,u4112,i,y,CBU,n,n,6,DI,n,1992,454,0, , , ,0,454.1861635,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,454.1861635,2.03616333,5
271,q476,i,y,CBU,n,n,6,DI,n,1922,281,0, , ,we had 1987,0,281.1618306,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,281.1618306,0.893997192,7
272,q4786,i,y,CBU,n,n,6,CIL,n,1937,718,0, , , ,0,718.4033773,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,718.4033773,10.82572937,24
273,q4722,i,y,CBU,n,n,6,CIL,n,1922,309,0, , , ,0,309.3881371,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,309.3881371,2.446044922,3
274,q4726,i,y,CBU,n,n,6,CIL,n,1925,16,0, , , ,0,15.58812338,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,15.58812338,0.065963745,0
275,q4729,i,y,CBU,n,n,6,CIL,n,1922,323,0, , , ,0,322.5734985,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,322.5734985,3.164154053,4
276,q473,i,y,CBU,n,n,6,CI,n,1957,16,0, , ,may be earlier,0,15.82989517,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,15.82989517,0.321899414,0
277,r4733,i,y,CBU,n,n,6,CIL,n,1922,327,0, , , ,0,326.5642165,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,326.5642165,2.242462158,1
278,r38105,i,y,CBU,n,n,10,DI,n,1988,264,0, , , ,0,264.0866469,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,264.0866469,3.502487183,2
279,q4969,i,y,CBU,n,n,6,DI,n,1989,434,0, , , ,1,433.8272908,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,433.8272908,5.626617432,2
280,q4975,i,y,CBU,n,n,18,CIL,n,1925,533,0, , , ,0,532.7946822,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,532.7946822,2.061203003,5
281,q4670,i,y,CBU,n,n,4,CIL,n,1890,158,0, , , ,0,158.4291451,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,158.4291451,3.307754517,0
282,q4432,i,y,CBU,n,n,12,CI,n,1952,332,0, , , ,0,332.3947642,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,332.3947642,3.810745239,1
283,u4130,i,y,CBU,n,n,8,DI,n,1992,419,0, , , ,1,418.5826687,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,418.5826687,1.175201416,7
284,w4533,i,y,CBU,n,n,20,CI,n,1971,31,0, , , ,0,31.04281073,4,HaD,"Hagerstown silt loam, 12 to 20 percent slopes",Group C,31.04281072,0.286437988,0
285,w4540,i,y,CBU,n,n,6,CI,n,1969,298,0, , , ,0,298.1482734,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,298.1482734,3.635269165,3
286,w4565,i,y,CBU,n,n,2,U,n,1969,100,0, , , ,0,99.61530577,0,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,99.61530577,0.846450806,1
287,w4525,i,y,CBU,n,n,12,CI,n,1967,423,0, , , ,0,422.9410677,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,422.9410677,0.816223145,1
288,w4229,i,y,CBU,n,n,8,DI,n,1983,18,0, , , ,0,18.44674233,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,18.44674233,0.259979248,0
289,w4415,i,y,CBU,n,n,20,CI,n,1966,89,0, , , ,0,89.08870391,3,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,89.08870391,0.399230957,0
290,t41126,i,y,CBU,n,n,2,DI,n,1984,169,0, , , ,0,168.8871294,0,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,168.8871294,3.618743896,2
291,t4095,i,y,CBU,n,n,6,CI,n,1971,530,0, , , ,0,530.4673294,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group D,530.4673294,6.487258911,7
292,t4066,i,y,CBU,n,n,6,CI,n,1971,249,0, , , ,1,249.1670694,4,HaD,"Hagerstown silt loam, 12 to 20 percent slopes",Group C,249.1670694,15.27824402,2
293,wp9553,i,y,CBU,n,n,8,DI,n,1999,27,0, , , ,0,27.19818682,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,27.19818682,0.091003418,0
294,s47122,i,y,CBU,n,n,12,CI,n,1962,65,0, , , ,0,65.13521611,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,65.13521612,0.809234619,0
295,s47125,i,y,CBU,n,n,12,CI,n,1954,170,0, , , ,0,170.1451848,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,170.1451848,1.876373291,1
296,s4713,i,y,CBU,n,n,20,CIL,n,1931,194,0, , , ,0,194.0544759,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,194.0544759,0.97076416,0
297,s4686,i,y,CBU,n,n,6,T,n,1957,275,0, , , ,0,275.0004755,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,275.0004755,1.010604858,3
298,s4627,i,y,CBU,n,n,16,CIL,n,1931,66,0, , , ,0,65.52940422,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,65.52940422,1.470901489,0
