FID,tag,wodate,datedone,size,material,install_yr,location,comments,abandoned,globalid
1082,wpbrk1430,10/10/11,10/10/11,6,CI,1964,4309 E Saratoga  circumferential break (full seal clamp ), ,n,{D3F27CD1-14AF-46A8-8D3F-8193A8716960}
1083,wpbrk1431,10/10/11,10/10/11,6,CI,1969,4915 E Cedar Crest  circumferential break (full seal clamp), ,n,{DF691156-0643-4EBB-88E3-4B731E0B290E}
1084,wpbrk1432,10/10/11,10/10/11,6,CI,1957,Pete Ellis north of railroad track circumferential break (full seal clamp), ,n,{B0C265AB-4EAA-4562-BFCC-BFC9367EED4E}
1085,wpbrk1433,10/13/11,10/13/11,6,CI,1962,622 S Village Dr  corp leaking (full seal clamp), ,n,{D63446CC-0431-464B-BB54-066B49CF8C58}
1086,wpbrk1434,11/7/11,11/7/11,6,CI,1971,2321 S Montclair broken main in grass 219ft south of fire hydrant 1468 (full seal clamp), ,n,{42109488-8843-40E7-864B-32467820C539}
1087,wpbrk1435,11/10/11,11/10/11,6,unknown,unknown,E Whisnand Rd east of Walnut water main to Washington Township meter (full seal clamp), ,n,{6BBE8CA5-1BF4-4336-8232-6A6A68B815A1}
1088,wpbrk1436,11/15/11,11/15/11,4,DI,1987,"1609 E Durham Ct, N side behind sidewalk, 4in DIP hole in pipe (24in long full seal clamp)", ,n,{E8DC0F69-4513-4B7D-963E-8BA8DD94E262}
1089,wpbrk1437,11/15/11,11/15/11,6,CI,1962,"707 S Western, east of curb broken around main (full seal clamp)", ,n,{C6A6503B-D1D8-4151-B4BE-7D5F623A1B1C}
1090,wpbrk1438,11/30/11,11/30/11,6,unknown,unknown,1507 S Nancy N of NW corner of house - mainbreak (full seal clamp)-behind 1900 E Hillside, ,n,{806EFB44-2649-49AB-9F04-312260643761}
1091,wpbrk1439,12/4/11,12/4/11,6,CI,1964,231 N Sheffield main break in driveway 2ft west of curb (full seal clamp), ,n,{54C74F0D-3912-40C9-B5AA-59706AE4949D}
1092,wpbrk1440,12/8/11,12/8/11,6,CI,1970,1926 S Locust Ct main break behind curb (full seal clamp), ,n,{A16F1B76-9D2F-457B-819D-6FA89F8BC568}
1093,wpbrk1441,12/8/11,12/8/11,6,unknown,unknown,2111 W Vernal Pk  main break (full seal clamp) (main abandoned 2011), ,n,{A717708D-7763-419A-9BB8-753BEDD23D2F}
1094,wpbrk1442,12/12/11,12/12/11,12,unknown,unknown,W side 10th & Bypass -RH Marlin damaged - 4in hole & 2nd hole (2 full seal clamps) - now replaced, ,n,{C4F08BDB-84EA-45B9-85A8-4AEDB7E53669}
1095,wpbrk1443,12/17/11,12/18/11,12,unknown,unknown,West side of 10 & Bypass hole in pipe close to MJ pipe joint (replaced 3ft of pipe) - now replaced, ,n,{2E2344CB-3DC8-4EC0-A377-06D19D0B2CE3}
1096,wpbrk1444,12/16/11,12/16/11,6,CI,1961,3634 E Longview replaced old leaking full seal (with 1in outlet corp) bolts rotted, ,n,{4509FD16-CA87-476D-A424-4C48B3645DDD}
1097,wpbrk1445,12/31/11,12/31/11,6,unknown,unknown,2693 S McCartney hole in ductile pipe (full seal clamp) 17ft west of curb inlet on Sare Rd, ,n,{6AB4D9B6-77D3-4909-8438-A42B1BE56DC4}
1098,wpbrk1446,12/31/11,12/31/11,6,CI,1951,4210 N Old SR 37 main break in ditch west of road north of storm pipe (full seal clamp), ,n,{449E659E-A66A-42CA-8135-554F95313204}
1099,wpbrk1447,01/04/12,01/04/12,6,CI,1957,401 E Dixie main break on Grant St north of Dixie (full seal clamp), ,n,{910F1664-0830-4E5F-8D55-EF54B142960B}
1100,wpbrk1448,01/03/12,01/03/12,6,unknown,unknown,"900 blk S Woodlawn E side of rd across from tennis courts, main break (full seal clamp)", ,n,{E143A309-DE41-4189-98AC-98070499938D}
1101,wpbrk1449,01/05/12,01/05/12,6,CI,1951,645 E Audubon in intersection with Old SR 37 close to another clamp (full seal clamp), ,n,{FECB37A3-AD59-470D-9687-33D36B854FF4}
1102,wpbrk1450,01/31/12,01/31/12,6,CI,1964,NE corner of Allendale and Dunstan water main split (15in long full seal clamp), ,n,{07FBD501-E15F-4DF2-8B93-7C1BFCD01785}
1103,wpbrk1451,02/07/12,02/08/12,6,DI,1985,4099 E Ramp Creek hole in DIP water main (full seal clamp), ,n,{8BA2EF8C-AA4C-4807-AEEE-ACDFE0A9C2F2}
1104,wpbrk1452,02/23/12,02/23/12,6,DI,2001,2950 S Pinewoods valve leaking bolts rotten replaced bolts and bonnet., ,n,{58FFD647-0667-4904-90DC-A5766BFB0129}
1105,wpbrk1453,03/06/12,03/06/12,6,unknown,unknown,717 E Pepperridge- 1.5in hole in pipe - 8ft behind curb - 10ft from drive (full seal clamp), ,n,{F9E22084-7759-4A84-9098-A22E914D8147}
1106,wpbrk1454,06/26/11,06/28/11,6,unknown,unknown,1900 E Hillside main break around pipe (full seal clamp), ,n,{A0E3644E-F555-445C-ACDF-CD99A6FCD436}
1107,wpbrk1455,09/02/11,09/07/11,6,unknown,unknown,722 Pepperridge hole in pipe (full seal clamp), ,n,{96DC10A7-5949-4F74-9504-86BA3F5F9D87}
1108,wpbrk1456,07/09/11,07/09011,6,DI,1986,1032 S Gentry Ct hole in DIP (full seal clamp) main is 4ft west of curb, ,n,{46D4F68B-0AF8-4797-B002-48ADA9BCDF89}
1109,wpbrk1457,3/15/12,3/15/12,6,DI,1983,2614 E Poplar Dr hole in pipe 15ft south of storm inlet (full seal clamp), ,n,{0258B945-7AC2-44E7-BA41-F5FFABF78F7A}
1110,wpbrk1459,3/28/12,3/28/12,12,DI,1981,229 & 269 E Winslow Rd both service saddles (2in saddle bands corroded severely replaced saddles), ,n,{5E327C23-68B1-4BB4-BA8E-C541EC523508}
1111,wpbrk1460,4/4/12,4/4/12,6,CI,1960,603 S Ravencrest & Brownridge intersection DIP defective / corp blown out (full seal clamp), ,n,{D45A18C1-2A9D-470C-AD22-6C8A87714C2A}
1112,wpbrk1461,4/12/12,4/12/12,8,DI,1988,1028 E Jennifer CT - hole in main (full seal clamp), ,n,{2CB1127D-D83E-4A38-91F6-D8E5314BA675}
1113,wpbrk1462,4/25/12,4/25/12,6,DI,1982,112 E Southern Dr hole in main (full seal clamp), ,n,{7224AD94-D608-4038-9E53-ED7FC5BD8CD7}
1114,wpbrk1465,5/9/12,5/9/12,2,SDR-21 PR200,1998,2339 Peoples Ct. 1 inch copper service line leaking (2 inch main OK), ,n,{AB09ECA7-3B5D-480E-9B8E-7F34E7364FAA}
1115,wpbrk1467, , ,unk,unknown,unknown, , ,n,{0DC890C2-D960-41B7-B098-87ABD52047B9}
1116,wpbrk1468,06/05/12,06/06/12,6,unknown,unknown,2219 S Montclair north side of driveway hole in main (full seal clamp), ,n,{8B5FCFA1-FDFF-42C5-A162-60FB04C0752E}
1117,wpbrk1469,6/06/12,6/06/12,6,CI,1959,1330 W 15th St hole in pipe (short full seal clamp), ,n,{CB60E5B3-C546-4DF4-AE52-83B39CE578F4}
1118,wpbrk1470,6/22/12,6/23/12,6,DI,1982,201 E Southern Drive hole in pipe (full seal clamp), ,n,{68348583-65F4-4CAF-8B34-26341FF38E05}
1119,wpbrk1471,6/23/12,6/23/12,12,DI-Clow,2013,2536 E 10th -hole in pipe (full seal clamp) - this line now replaced 2012, ,n,{4AAF7248-B805-4274-ABFE-89BD818ED754}
1120,wpbrk1472,6/26/12,6/26/12,6,CI,1954,502 W Green Rd in Rogers St north bound lane main break (full seal clamp), ,n,{C010AA06-4550-4E94-8EC6-4878D151502D}
1121,wpbrk1474,7/6/12,7/6/12,8,unknown,unknown,113 E 6th Street main split -installed valve and 6ft of new pipe, ,n,{A283CBC5-3E83-4251-B9E1-70F5713D62BC}
1122,wpbrk1476,7/11/12,7/11/12,6,DI,1980,1727 S Maxwell St 2inch hole in pipe (full seal clamp) pipe very corroded & pitted, ,n,{D49F3606-18B3-49E8-AC82-75C213D66354}
1123,wpbrk1477,7/26/12,7/26/12,6,unknown,unknown,4405 Stephens pipe split in the bottom (30inch long full seal clamp), ,n,{D76D1057-0941-454A-B82B-83E549C9EB66}
1124,wpbrk1478,7/24/12,7/24/12,4,DI,1978,1504 E Bradshire- break 15' S of valve on Uppington Ct  (short full seal clamp), ,n,{E84CFB5D-21C9-4FBF-8361-4D93B01207DC}
1125,wpbrk1479,8/9/12,8/9/12,16,CI,1960,south of 7th and Adams intersection split water main replaced 24ft of pipe., ,n,{D5BE08B9-65D8-4777-A568-E6DACFB43F81}
1126,wpbrk1480,8/16/12,8/17/12,1-1/2,Copper,unknown,1449 W Allen pinhole in copper service line 17ft from meter pit (repair clamp), ,n,{C0F8089C-F5CA-40A8-84D7-4E0D72D5D313}
1127,wpbrk1481,8/9/12,8/9/12,6,DI,1987,2340 Linden Hills hole in main 70ft from FH 1575 (full seal clamp), ,n,{F4CEDECB-3680-4C0F-9F1A-230805B2CBB6}
1128,wpbrk1482,9/7/12,9/7/12,6,unknown,unknown,4220 E Deckard Dr hole in main (full seal clamp), ,n,{1EF884A8-3957-4999-8A9C-E6B7C9C26484}
1129,wpbrk1483,9/19/12,9/19/12,6,CI,1971,2429 E Rock Creek main break (full seal clamp), ,n,{32BC7521-68C8-4F8F-8241-89DDBA9A0E4E}
1130,wpbrk1484,10/26/12,10/26/12,8,CI,1965,5001 N State Road 37 Business main split replaced 4ft of pipe., ,n,{05F5CF6A-F0A1-47AB-B9B8-C7DBA12892E8}
1131,wpbrk1485,10/23/12,10/24/12,8,CI-MJ,1955,1220 Arlington main break (full seal clamp), ,y,{B153783E-0138-4A23-AD16-6583C5D874E0}
1132,wpbrk1486,11/6/12,11/6/12,4,CI,1962,2307 E 2nd St pipe to meter cracked and had a hole (two full seal clamps), ,n,{A25D7037-0347-4CA3-B689-139E139C2F1A}
1133,wpbrk1487,9/27/12,9/27/12,6,DI,1998,606 W Gourly Pk valve leaking (replaced valve), ,n,{ACB80183-1C84-4EBD-BCAC-60DB323FB191}
1134,wpbrk1488,11/10/12,11/10/12,6,CI,1959,3624 E Park Ln main break cracked around 15inches south of road edge (full seal clamp), ,n,{8A3BA25C-CADF-4332-AA96-0CCA8CF7E1BA}
1135,wpbrk1489,11/10/12,11/11/12,2,unknown,unknown,1700 S Clifton Ave main break hole in pipe (clamp), ,n,{469189F8-AE38-4745-AF88-B74678848602}
1136,wpbrk1490,11/14/12,11/14/12,6,CI,1961,3417 N Stoneycrest  main break cracked around (full seal clamp), ,n,{EFEEE5D5-2345-40FE-A682-758C40808DCF}
1137,wpbrk1491,11/14/12,11/14/12,6,CI or DI,1968,4023 W Beasley Dr main break leaking at corp. stop (full seal clamp), ,n,{8525EA2B-52F1-491D-AC80-191FE4EEF6AC}
1138,wpbrk1492,11/14/12,11/14/12,8,CI,unknown,1226 W 12th Street water main split (replaced 4ft piece of pipe), ,n,{0F3D424B-4B85-4B82-88E3-93FD6E0422C5}
1139,wpbrk1493,11/22/12,11/22/12,6,CI,1963,811 S Pleasant Ridge Rd. 47ft south of valve U44-21 broken around (full seal clamp), ,n,{5ADD6044-11FE-4C7A-8BB1-BD6916D5BA28}
1140,wpbrk1494,11/29/12,11/30/12,6,CI,1963,3501 E Bradley on Pleasant Ridge north of valve for Bradley 41ft broken around (full seal clamp), ,n,{8A8EB1B2-630D-46E9-8807-4C36438DE98D}
1141,wpbrk1495,11/28/12,11/29/12,6,DI,1975,940 S Jordan mainbreak 44ft north of valve R43-41 (full seal clamp), ,n,{4DB9EFF3-2357-4BCB-9C10-EA0954F4C20E}
1142,wpbrk1496,12/10/12,12/10/12,6,CI-lead joint,1928,1420 S Washington corperation leaking (full seal clamp), ,n,{795551FA-E862-4FCE-A1B4-8DC5B3DF44DC}
1143,wpbrk1497,12/5/12,12/13/12,6,CI,1959,3514 E Morningside Dr 3 small splits in pipe close together but not joined (long full seal clamp), ,n,{86B5FAD3-5838-46B5-9CDA-AC0B01173CBC}
1144,wpbrk1498,12/11/12,12/11/12,1-1/2,Copper,unknown,2562 S Flat Rock Rd contractor hit curb stop valve on copper stub pipe (replaced valve), ,n,{05E9129B-0BA0-43D1-B6B3-29D393273689}
1145,wpbrk1499,12/15/12,12/15/12,6,CI,1957,121 N Overhill main broken around west of roadway (full seal clamp), ,n,{60320401-5E59-44BC-97B1-838D53EADB1A}
1146,wpbrk1500,12/22/12,12/22/12,6,CI,1966,3737 E Brighton Ave. mainbreak around north of road 2ft from curb (full seal clamp), ,n,{4F6C32A6-0B02-4ECB-946E-0AEB32DEA084}
1147,wpbrk1501,12/24/12,12/24/12,8,CI-MJ,1955,2212 Arlington RD mainbreak around 5ft east of roadway (full seal clamp), ,n,{46B0BA8D-22B3-4A9B-A197-23B5E073D00E}
1148,wpbrk1502,12/25/12,12/27/12,6,CI,1963,4110 E Morningside Dr mainbreak around 37ft from FH943 (full seal clamp), ,n,{59EDB8F9-ADF7-4A2D-A987-0131B38A5849}
1149,wpbrk1503,12/26/12,12/26/12,4,unknown,unknown,1227 E Sheridan Dr mainbreak (hole in pipe) 2ft north of roadway (full seal clamp), ,n,{820A8108-D251-47FB-B039-05D545BC552E}
1150,wpbrk1504,12/26/12,12/26/12,6,CI,1962,877 S Western Dr mainbreak around 2ft east of roadway (full seal clamp), ,n,{6FDE8DBB-A360-42C4-A506-4111373CDB9D}
1151,wpbrk1505,12/31/12,12/31/12,6,DI,2018,4225 E Stephens Dr mainbreak around 5ft NE of FH (full seal clamp), ,n,{89A99D43-9E1A-45F3-841B-B946EE26055A}
1152,wpbrk1570,2/1/14,2/1/14,12,unknown,unknown,q5259 valve in old pump station froze and busted removed and replaced with blind flange, ,n,{7ED6AC4A-F5CF-4A4A-88CB-3EBA70F4CA21}
1153,wpbrk1582, ,05/07/14,12,CI,1961,34' E of valve p519, ,n,{75E41FEA-05DC-4206-9B8C-CE85C889C3D3}
1154,wpbrk1583, ,05/07/14,12,CI,1961,40' E of valve p519, ,n,{EB45EA37-8395-45CC-89EA-0E3BE4BFAAE6}
1155,wpbrk1584, ,05/07/14,12,CI,1961,53' E of valve p519, ,n,{0A059FFC-B89A-4C3F-AB32-7CA13A1144EE}
1156,wpbrk1706,12/23/15,12/23/15,4,CI,1964,209 N Sheffield main broken around (full seal clamp), ,n,{345B1E2A-7375-41EE-BF88-10AD4B758261}
1157,wpbrk1757,12/21/16,12/21/16,4,unknown,unknown,Childs School fixed by MCCSC, ,n,{4F1F58E9-A8BE-4949-B93B-5CDDA7E79C50}
1158,wpbrk1855, , ,6,unknown,unknown, , ,n,{09066813-FEDF-492F-A0F1-DB8AADBA1317}
1159,wpbrk0007,12/14/94,12/15/94, , , ,700 block E First, ,y,{B122026A-1E66-444B-99B8-34DD3D82105F}
1160,wpbrk0012,11/30/94,11/30/94, , , ,812 N Oolitic, ,y,{8AE0592C-D672-4218-9813-A35496EB1BC9}
1161,wpbrk0023,10/31/94,11/01/94, , , ,728 E Hunter, ,y,{9D7AD1AD-C013-4301-A434-9D2CDB2C3EB6}
1162,wpbrk0050,06/23/94,06/23/94,6, , ,11th and Oolitic, ,y,{9C7D4D09-20A7-49D9-BFEE-8194D90B815E}
1163,wpbrk0058,04/26/94,04/27/94, , , ,*10 810 N Oolitic, ,y,{47B79F3D-4113-41C0-B0E2-130FCAA60959}
1164,wpbrk0063,03/29/94,04/14/94, , , ,620 S Park, ,y,{6EC6A4E4-ACC8-444E-B88D-F9EDD8FD1B2A}
1165,wpbrk0107,11/30/93,11/30/93, , , ,1916 Ruby lane, ,y,{1183E1B9-C91F-4BC7-909A-0383899C8C0C}
1166,wpbrk0109,11/24/93,11/20/93,2, , ,Corner Eighth and Jefferson, ,y,{DA090A6F-CCD7-42FE-A373-F71A05D7C24C}
1167,wpbrk0118,09/21/93,09/21/93, , , ,1306 S Madison, ,y,{E6E784F2-7756-475A-B21D-E88C4CC0409B}
1168,wpbrk0147,01/14/93,0/0/0, , , ,15th and Oolitic, ,y,{35482501-2067-4E83-9AF5-9CDECD5F2B6A}
1169,wpbrk0150,12/29/92,12/29/92,4, , ,Corner Ruby Ln and S Nancy St, ,y,{060D3D87-BFBB-496D-A26E-2D3AA339FCF6}
1170,wpbrk0154,12/10/92,12/10/92,4, , ,602 S Rose, ,y,{E1670F83-485B-469E-9EB2-3265A1C21E03}
1171,wpbrk0159,12/02/92,12/02/92,4, , ,Corner Rose and Dexter, ,y,{64139683-7A94-4754-89A2-3356025DC0D9}
1172,wpbrk0177,08/25/92,08/27/92,6, , ,11th and Oolitic, ,y,{10FBE09A-42D6-4B22-8C42-C22CF02727AF}
1173,wpbrk0178,08/21/92,q,6, , ,11th and Oolitic, ,y,{1693DA7C-8AEA-4CFF-AE73-5B8096B34248}
1174,wpbrk0180,07/15/92,07/18/92,0, , ,801 N Oolitic, ,y,{BE66C80A-7D2B-419F-BFF3-4E5B2A329396}
1175,wpbrk0181, , , , , , , ,y,{5AFD3A6C-C598-4D21-985D-C3C22F6DD775}
1176,wpbrk0182,04/22/92,04/22/92, , , ,812 W Cherokee, ,y,{E845F24B-4555-46E8-A977-8CDB790A2553}
1177,wpbrk0186,03/06/92,03/17/92, , , ,1600 W 11th, ,y,{9693AC88-6D61-49D7-BF70-BD5FC62C60E7}
1178,wpbrk0196,01/22/92,01/22/92,6, , ,E Third and Clarizz, ,y,{6534EBE1-F1D9-45C1-AADD-27E620576F02}
1179,wpbrk0200,01/06/92,01/07/92, , , ,1712 Ruby Lane, ,y,{CCEDB690-1E7C-4E21-817A-D92D84FE2DC7}
1180,wpbrk0207,12/26/91,12/26/91,6, , ,Eleventh and Oolitic, ,y,{77086A42-399C-43C8-9148-86F384B87A37}
1181,wpbrk0214,11/21/91,11/21/91,2, , ,609-701 Chambers Av, ,y,{D8FB1799-0F29-49B2-9D36-DD38611CED95}
1182,wpbrk0230,09/23/91,09/24/91,12, , ,2530 WThird, ,y,{AF579FAC-3FE7-4983-B020-B3D19B344FE1}
1183,wpbrk0238,08/16/91,08/21/91,2, , ,120 W Pinewood Dr, ,y,{1011186D-9224-4985-8A06-0FA3D3E093E3}
1184,wpbrk0249,04/15/91,04/15/91, , , ,Parrish Rd, ,y,{5EF9B6D4-4C26-4340-8813-D2B7DC6F7E86}
1185,wpbrk0258,01/08/91,01/08/91,6, , ,Corner College Mall and Covenanter, ,y,{0433B73D-313C-4795-8B0B-33BC8C076336}
1186,wpbrk0278,07/27/90,07/26/90,2, , ,116 Pinewood, ,y,{2B750E8A-F589-4405-BF9D-A1535EE893FA}
1187,wpbrk0282,07/02/90,07/07/90, , , ,810 N Oolitic, ,y,{C3515F09-A595-408F-8D7D-6A86868FD87F}
1188,wpbrk0292,12/26/89,12/23/89,6, , ,Corner Crescent and Vernal Pk, ,y,{31C61650-6D3E-4AEC-ADAA-8006B5026358}
1189,wpbrk0304,12/15/89,12/15/89, , , ,3620 E Third, ,y,{B30AB621-48DF-4E75-8A8E-7A408FDD98A9}
1190,wpbrk0307,12/19/89,12/19/89,6, , ,1313 E Matlock, ,y,{941C3CE8-E215-4FF9-B426-79FF4F8960B1}
1191,wpbrk0313,11/20/89,11/20/89,4, , ,700 S Rose, ,y,{449F10D5-C389-4B4D-8E6A-F0624A8345AD}
1192,wpbrk0322,08/04/89,08/14/89, , , ,2203 Rockport Rd, ,y,{6A21FA9E-E47A-4B0D-B66F-64815F19A6E0}
1193,wpbrk0345,12/23/88,12/23/88,6, , ,3532 E Third, ,y,{6291EE93-B534-44C0-B4E6-D996A88CC9C2}
1194,wpbrk0388,07/06/88,07/06/88,2, , ,Matlock Rd, ,y,{2F9382A5-E91A-4DBA-8AC2-10F8142BAD61}
1195,wpbrk0390, , , , , , , ,y,{C16ED203-44BE-4510-BFE6-3BF00E629F9A}
1196,wpbrk0406,04/20/88,05/09/88, , , ,2203 Rockport Rd, ,y,{58C763D7-F387-488D-9754-CA61ABFDEA4A}
1197,wpbrk0417,02/29/88,03/01/88, , , ,112 W Pinewood Dr, ,y,{54C74AF3-AD06-478B-8F90-B929EC56E66A}
1198,wpbrk0464,07/13/87,07/13/87,6, , ,Corner Hillside and Madison, ,y,{FBD579DF-4FA3-4B06-9350-8671692C5291}
1199,wpbrk0467,06/03/87,06/03/87, , , ,1712 Ruby Ln, ,y,{B5AC0CB7-7D88-4610-A13E-D7BEA417C211}
1200,wpbrk0471,02/05/87,02/04/87,2, , ,Corner First and Anita, ,y,{5B935BDE-852E-4CA0-8492-30295F67B73D}
1201,wpbrk0476,12/04/86,12/04/86,4, , ,706 S Rose, ,y,{9E657276-77E6-44C0-A170-E8ACB64B042E}
1202,wpbrk0495,09/30/86,09/30/86,6, , ,400 Block E Kirkwood, ,y,{BF1181E5-A2F5-4A56-82E6-908BFC8448C6}
1203,wpbrk0497,09/26/86,09/26/86,2, , ,Corner Lindbergh and Twelfth, ,y,{05F5ACCD-6B0F-4192-BD35-3E7A68381D8C}
1204,wpbrk0501,08/12/86,08/15/86,2, , ,2207 1/2 Rockport Rd, ,y,{21264A8B-357B-4E71-AF5C-EB189409A375}
1205,wpbrk0511,01/06/86,01/07/86,2, , ,Corner Maxwell St and Hillside Dr, ,y,{DD313830-AFC1-4E65-99AA-929C703CBF5C}
1206,wpbrk0513,12/26/85,12/26/85,6, , ,2713 S Rogers, ,y,{87C4EDAC-385D-4E95-93C0-E35014823CBD}
1207,wpbrk0516,01/02/86,12/28/85,2, , ,2920 S Pinewood Ln, ,y,{E1F0618C-C24E-4DCF-9C38-4F1E772B7A7C}
1208,wpbrk0525,10/16/85,10/16/85,2, , ,Rockport Rd and Guy Av, ,y,{41622662-ABBC-4C58-8F87-F4C3B2D0DDC5}
1209,wpbrk0536,07/29/85,07/29/85,12, , ,2440 W Third, ,y,{AE45F75A-0D9C-4845-A9A2-33019F4E2B0A}
1210,wpbrk0564,12/11/84,12/11/84,2, , ,506 E Allen, ,y,{AA1B7991-A7A0-49D1-9C92-A1FE6C844F8B}
1211,wpbrk0570,10/10/84,10/11/84,2, , ,Corner Hillside and Henderson, ,y,{EBF2AF21-6ECC-421E-A87D-35BB85D8317D}
1212,wpbrk0583,05/15/84,05/16/84,2, , ,COrner Rockport and Ralston, ,y,{7A78AE80-FBC0-4CD4-BB6F-36678B6425B1}
1213,wpbrk0593,02/14/84,02/14/84,4, , ,Corner Ruby and Nancy, ,y,{52465A54-5101-411E-B666-FE9799418996}
1214,wpbrk0603,12/16/83,12/20/83,2, , ,1208 W Cottage Grove, ,y,{C959C061-CAC2-43CD-A544-3E8B833811BC}
1215,wpbrk0624,09/22/83,09/24/83,4, , ,Corner Ralston and Rogers (abandoned), ,y,{C9AFD9BE-9EA1-4EA5-AD9C-06DD72396B7E}
1216,wpbrk0636,02/25/83,02/28/83,2, , ,E Atwater between Rose and Clifton, ,y,{8274850D-5E81-4C0D-B366-8C8A1ACDD1EF}
1217,wpbrk0639,02/21/83,02/21/83,2, , ,812 N Oolitic, ,y,{30EA4FE5-CF32-4ED0-BDC1-1D883605DF77}
1218,wpbrk0642,01/03/83,01/03/83,2, , ,Corner Eighth and Roosevelt (pipe now abandoned), ,y,{D543B2F2-A946-4E02-BE71-DF3BF3EE9909}
1219,wpbrk0650,11/18/82,11/18/82,4, , ,706 S Rose Av, ,y,{F80501BA-527E-492F-B6D8-4C2E04C6A924}
1220,wpbrk0653,10/15/82,09/30/82,2, , ,120 W Pinewood Dr, ,y,{4EE61EF8-97BF-48CE-9848-EEB3B334DB0C}
1221,wpbrk0659,07/16/82,07/20/82,4, , ,400 Blk E Seventh, ,y,{9D38F930-DCAC-4EAC-879A-0105C06959C4}
1222,wpbrk0664,06/28/82,06/29/82,2, , ,2600 S Madison (Abandoned), ,y,{FC2EFD23-8E24-4BAF-ACE2-E3B6A5D4023E}
1223,wpbrk0667,05/28/82,05/28/82,2, , ,800 Blk E Grimes, ,y,{2576B265-89F3-4639-9539-479FDF4FF83A}
1224,wpbrk0669,05/17/82,05/20/82,2, , ,118 E Southern Dr, ,y,{F1B5E50F-3F4A-4FBC-96F9-4FBC5CF787F2}
1225,wpbrk0671,05/03/82,05/06/82,6, , ,Corner Eleventh and Oolitic, ,y,{4D32A513-CA32-43A2-8FF5-65BD623C3386}
1226,wpbrk0672,03/25/82,03/25/82,6, , ,Corner Tenth and Fee, ,y,{3B0AC292-C331-460F-8305-DCB9AC0A25FF}
1227,wpbrk0673,04/05/82,04/03/82,6, , ,Corner Tenth and Fee, ,y,{F88913C4-34C3-4F8D-A93D-4458CAEFB526}
1228,wpbrk0674,03/25/82,03/24/82,6, , ,1311 10th St, ,y,{DCD043AC-03D1-4CFF-9299-87C89D673F05}
1229,wpbrk0677,02/10/82,02/11/82,2, , ,4015 W Stapleton, ,y,{29A9E865-8990-46FB-A790-CDA571DBDBDA}
1230,wpbrk0678,02/15/82,11/24/82,2, , ,1610 E Third St, ,y,{1B569D4D-A1E0-4CE3-9743-4D93C7EE90B9}
1231,wpbrk0682,01/13/82,01/12/82,2, , ,1610 E Third, ,y,{6028F54E-FCE8-494E-85C9-2630217C807D}
1232,wpbrk0690,12/07/81,12/07/81,4, , ,600 S Rose Av, ,y,{51869745-0D8F-42E4-A39C-458E9A2FD8B4}
1233,wpbrk0698,10/14/81,10/14/81,2, , ,Corner Vernal Pk and Gray, ,y,{0D9F9BCF-7211-4FE0-8C0D-C1408620B210}
1234,wpbrk0702,09/17/81,09/17/81,2, , ,Corner Maxwell and Hillside, ,y,{19E3E1CB-512B-4424-B233-8FFABA916066}
1235,wpbrk0703,09/22/81,09/22/81,2, , ,Corner Third and Clark, ,y,{86B0DCD4-54C7-4967-9760-D77F8B291160}
1236,wpbrk0705,07/28/81,07/28/81,2, , ,606 Chambers, ,y,{C1D4A5E7-6711-4E1A-B067-67825F95DBE5}
1237,wpbrk0708,07/14/81,07/14/81,2, , ,4111 E Deckard Dr, ,y,{8B337AF7-94C3-4ED2-B38B-32F8B792E0A8}
1238,wpbrk0713,01/15/81,01/15/81,6, , ,1410 W Eleventh St, ,y,{D9EFB1D9-FBCA-473E-81CB-E0D44E1A4BE3}
1239,wpbrk0715,01/21/81,01/21/81,2, , ,800 E Grimes Ln, ,y,{DC241DD9-3584-4EAC-807E-BCEBE6945938}
1240,wpbrk0721,11/24/95,11/24/95,6, , ,depth 45 in, ,y,{59C89291-2660-4638-A109-87358BC3F14C}
1241,wpbrk0725,1/9/96,1/9/96,4, , ,"42"" deep, 11'3"" from face of curb, 5.00"" OD", ,y,{74B3BB1D-F4EF-4890-87CB-4E6071D6348D}
1242,wpbrk0760,6/5/97,06/05/97,6, , ,"1400 W 11/5'deep/2 clamps/77""w of CL of ILL", ,y,{29195C2B-B14B-4170-B318-7EA5ED3D27E2}
1243,wpbrk0758,01/31/97,01/30/97,4, , ,"613 S Park/7.4'E of W curb/29""deep", ,y,{392202EA-6DA2-4A20-BAD8-C5A715EB8AEC}
1244,wpbrk0763,01/30/97,01/30/97,2, , ,serv line 802 W Cherokee/3'S of edge of road, ,y,{AB1E3EE0-A2BC-4C22-BB48-0D21DC6658B6}
1245,wpbrk0772,11/20/97,11/20/97,6, , ,"2603 N Browncliff/46""dp/OD=6.9/3'Wof pavement", ,y,{5159A36B-334C-43FF-8276-F66A3C84A1FD}
1246,wpbrk0775,01/10/98,01/10/98,4, , ,"710 S Rose/52""dp/4.9 OD/68' N of CL 1st", ,y,{F49B732C-D4B2-433E-9D5C-896B533BCD66}
1247,wpbrk0776,12/15/97,12/15/97,6, , ,College Mall at Covenanter/NW cor/5'dp, ,y,{4348CF04-22AE-463A-A586-F632E9C32B25}
1248,wpbrk0782,01/26/98,01/26/98,2, , ,"behind 2305 W Beaumont, end of Benham Lane", ,y,{2422126A-54D3-4CAC-8FFA-674412B2214D}
